Year,Abkhazia,Afghanistan,Akrotiri and Dhekelia,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Rep.,Chad,Channel Islands,Chile,China,Christmas Island,Cocos Island,Colombia,Comoros,"Congo, Dem. Rep.","Congo, Rep.",Cook Islands,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Cyprus,Czech Rep.,Czechoslovakia,Denmark,Djibouti,Dominica,Dominican Rep.,East Germany,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Eritrea and Ethiopia,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,"Hong Kong, China",Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,"Korea, Dem. Rep.","Korea, Rep.","Korea, United",Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,"Macao, China","Macedonia, FYR",Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,"Micronesia, Fed. Sts.",Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Nagorno-Karabakh,Namibia,Nauru,Nepal,Netherlands,Netherlands Antilles,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Norfolk Island,Northern Cyprus,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Pitcairn,Poland,Portugal,Puerto Rico,Qatar,Reunion,Romania,Russia,Rwanda,Saint Barthelemy,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Martin,Saint Vincent and the Grenadines,Saint-Pierre-et-Miquelon,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Serbia and Montenegro,Serbia excluding Kosovo,Seychelles,Sierra Leone,Singapore,Slovak Republic,Slovenia,Solomon Islands,Somalia,Somaliland,South Africa,South Ossetia,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Svalbard,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Transnistria,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,USSR,Uzbekistan,Wallis et Futuna,Vanuatu,Venezuela,West Bank and Gaza,West Germany,Western Sahara,Vietnam,Virgin Islands (U.S.),Yemen Arab Republic (Former),Yemen Democratic (Former),"Yemen, Rep.",Yugoslavia,Zambia,Zimbabwe
1881,,,,,,,,,,,1743.092126,,,6029.338016,3115.996949,,,,621.1447539,,,3660.701577,,,,,,,,704.7414262,,,,,,,,2959.798706,436.810742,,,,,1796.412208,788.0866585,,,,,,,,,,,,,,,2581.466882,,,,,,,,,,,,,,,,1525.639962,3467.156163,,,,,,3178.153518,,,1554.495764,,,,,,,,,,,,,,,1802.685159,565.6298513,589.0504,1130.782115,1306.543073,2836.308966,,,1770.504298,,1265.974749,,,,,,732.9297221,625.6695202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639.0936605,,,,,3494.49671,,,5097.487751,,,,,,,,2095.69579,,679.2288845,,,,,,,,1788.487676,1377.492674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2516.203265,731.4116717,,,,,2190.664655,3795.813571,1171.809302,903.3624072,,,,,,,,,,,1124.381608,,,,,,,5022.218677,5239.224172,2227.773554,,,,,,,,,,,,,,,,
1882,,,,,,,,,,,2140.948911,,,5498.492674,3115.191688,,,,622.5705853,,,3740.809098,,,,,,,,721.5907534,,,,,,,,3060.647961,438.6086097,,,,,1917.940129,788.8579449,,,,,,,,,,,,,,,2652.977235,,,,,,,,,,,,,,,,1653.221018,3592.006032,,,,,,3208.277024,,,1577.337369,,,,,,,,,,,,,,,1609.074503,566.1444539,567.2943958,1141.830649,1323.943977,2864.994029,,,1809.655498,,1286.22253,,,,,,735.7263505,628.0568776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645.8711341,,,,,3531.325439,,,4936.429066,,,,,,,,2099.067295,,680.7880474,,,,,,,,1816.018985,1408.719596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2535.066132,771.485652,,,,,2109.750023,3671.398081,1180.533022,906.3215893,,,,,,,,,,,1139.001268,,,,,,,5127.230085,5428.530995,2398.640614,,,,,,,,,,,,,,,,
1883,,,,,,,,,,,2333.662629,,,6057.015766,3222.364439,,,,623.9996897,,,3751.040678,,,,,,,,701.8111084,,,,,,,,3033.501589,440.4138773,,,,,1902.050746,789.6299862,,,,,,,,,,,,,,,2726.010121,,,,,,,,,,,,,,,,1690.221258,3442.584832,,,,,,3363.313046,,,1600.514606,,,,,,,,,,,,,,,1547.316042,566.6595248,554.719593,1152.987133,1341.576631,2893.969199,,,1831.406165,,1273.170404,,,,,,738.53365,630.4533443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652.7204816,,,,,3739.932284,,,4732.116435,,,,,,,,2096.281918,,682.3507893,,,,,,,,1843.9741,1431.014211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2578.063777,776.5836936,,,,,2269.346026,3666.396306,1189.321688,909.2904649,,,,,,,,,,,1153.811019,,,,,,,5127.610031,5402.762499,2764.109274,,,,,794.3364988,,,,,,,,,,,
1884,,,,,,,,,,,2426.435037,,,5824.66202,3287.397751,,,,625.4320745,,,3740.868229,,,,,,,,749.4287723,,,,,,,,3237.490955,442.2265751,,,,,1891.539204,790.402783,,,,,,,,,,,,,,,2713.385012,,,,,,,,,,,,,,,,1675.838261,3268.751783,,,,,,3418.470544,,,1624.032408,,,,,,,,,,,,,,,1565.794882,567.1750643,594.9823186,1164.252625,1359.444122,2923.23741,,,1774.854431,,1268.453454,,,,,,741.3516612,632.8589553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659.6424652,,,,,3751.794149,,,5013.435473,,,,,,,,2126.641905,,683.9171185,,,,,,,,1872.359546,1467.499677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2571.043799,746.1921994,,,,,2220.343514,4065.547925,1198.175782,912.2690658,,,,,,,,,,,1168.813333,,,,,,,5097.13089,5362.113237,2680.574776,,,,,815.5258359,,,,,,,,,,,
1885,,,,,,,,,,,2770.221511,481.2859928,,5985.267634,3245.889184,677.9715872,,,643.845699,,743.4080242,3742.930126,,,,,,,,695.9504728,,,,,,,,3008.025108,444.0467339,,,,,1809.208278,791.1763362,,,,,,,,,,,,,,,2703.704117,,,,,,,,,,,1186.872102,,,,,1692.174511,3178.760994,,,,,568.954539,3477.800519,,,1647.895778,,,,,,,,,,,,,,,1599.163355,583.066296,594.4503498,1175.628189,1377.549577,2952.801625,,,1827.056032,,1303.029961,,,1034.259981,,,744.1804251,635.2737453,,,,,,789.2473344,,,,,,1645.216385,,,,,,,,,,,,,,,,,658.5121824,,,,,,,666.6378552,,,,,3777.745957,,,4857.294594,,,,,,,,2133.756026,,704.0526272,,,,,,,,1901.181946,1493.027164,,,,,1526.14813,,,,,,,,,,,,,,,,,,,,,,,,,,,,2489.159723,694.7933437,,,,,2260.294293,4368.154572,1207.095792,915.2574239,704.7953448,,,,,,,,,,1184.010712,975.0290397,,,,947.5458663,,5029.613189,5277.754683,2963.177606,,423.1818799,,,862.03223,,,,,,,,,,,
1886,,,,,,,,,,,2695.384053,461.6617509,,5859.638197,3329.945528,651.1755933,,,622.3084814,,714.2314759,3761.505534,,,,,,,,718.6604356,,,,,,,,3011.558816,445.8743842,,,,,1859.308833,791.9506464,,,,,,,,,,,,,,,2780.974127,,,,,,,,,,,1141.034283,,,,,1753.022513,3144.179913,,,,,546.1295475,3470.177992,,,1672.109793,,,,,,,,,,,,,,,1604.507025,562.7830629,584.962541,1187.114899,1395.896165,2982.664839,,,1914.0587,,1385.703456,,,994.3161473,,,747.0199827,637.6977493,,,,,,758.4040938,,,,,,1581.676993,,,,,,,,,,,,,,,,,632.4244827,,,,,,,673.70743,,,,,3779.029999,,,4876.723284,,,,,,,,2134.220223,,680.5014337,,,,,,,,1930.448028,1561.663192,,,,,1467.207236,,,,,,,,,,,,,,,,,,,,,,,,,,,,2422.499666,668.3947195,,,,,2282.531637,4522.680073,1216.082208,918.255571,677.0232986,,,,,,,,,,1199.405694,937.3727458,,,,910.9509915,,5066.688892,5332.388332,3008.191576,,405.6850815,,,806.9482343,,,,,,,,,,,
1887,,,,,,,,,,,2794.951447,538.6102643,,6268.788717,3538.380388,760.7024139,,,649.4773793,,834.6046221,3877.598793,,,,,,,,671.0427717,,,,,,,,3076.361109,447.7095569,,,,,1961.869728,792.7257144,,,,,,,,,,,,,,,2854.277886,,,,,,,,,,,1334.207949,,,,,1753.071451,3176.372444,,,,,637.5934407,3570.395529,,,1696.679608,,,,,,,,,,,,,,,1577.478154,586.5411525,585.5987945,1198.713843,1414.487098,3012.830074,,,1940.159501,,1435.997539,,,1162.650875,,,749.8703751,640.1310026,,,,,,886.3765801,,,,,,1849.450143,,,,,,,,,,,,,,,,,738.7263557,,,,,,,680.8519765,,,,,3816.409651,,,4880.122922,,,,,,,,2152.263677,,710.210934,,,,,,,,1960.164622,1581.309274,,,,,1715.601001,,,,,,,,,,,,,,,,,,,,,,,,,,,,2375.815773,779.5744074,,,,,2214.700043,4485.181745,1225.135525,921.2635393,790.9959522,,,,,,,,,,1215.000847,1096.067127,,,,1065.17225,,5225.903731,5472.257371,2614.934087,,473.0217064,,,886.7042538,,,,,,,,,,,
1888,,,,,,,,,,,3156.637637,516.9624275,,6095.556121,3508.787853,731.0803273,,,654.2277256,,802.3358705,3874.225257,,,,,,,,645.4024911,,,,,,,,3263.564907,449.552283,,,,,1858.470492,793.5015409,,,,,,,,,,,,,,,2851.247274,,,,,,,,,,,1283.458935,,,,,1789.836151,3256.960496,,,,,612.3865315,3673.245739,,,1721.610448,,,,,,,,,,,,,,,1632.079501,590.0143353,580.5481775,1210.426117,1433.325631,3043.300387,,,1918.408834,,1355.03385,,,1118.427345,,,752.7316437,642.5735404,,,,,,852.2548862,,,,,,1779.102959,,,,,,,,,,,,,,,,,709.8917622,,,,,,,688.0722895,,,,,3809.486126,,,4812.447874,,,,,,,,2249.04565,,715.4054919,,,,,,,,1990.338661,1586.50924,,,,,1650.345012,,,,,,,,,,,,,,,,,,,,,,,,,,,,2459.86065,759.8935873,,,,,2250.810142,4574.378171,1234.256241,924.2813609,760.2886917,,,,,,,,,,1230.798775,1054.376231,,,,1024.656495,,5417.236219,5330.845106,3134.985002,,453.7396449,,,908.9416898,,,,,,,,,,,
1889,,,,,,,,,,,3364.751914,479.6189635,,6424.583635,3454.418922,679.154234,,,635.2830715,,745.5635095,4032.169988,,,,,,,,654.1934445,,,,,,,,3249.5122,451.4025936,,,,,1880.770901,794.2781268,,,,,,,,,,,,,,,2867.959256,,,,,,,,,,,1193.420362,,,,,1823.23393,3273.560416,,,,,568.5392236,3733.557849,,,1746.90762,,,,,,,,,,,,,,,1701.725609,572.137035,574.9543352,1222.252827,1452.41506,3074.078861,,,1848.806699,,1402.178908,,,1039.966243,,,755.6038301,645.0253982,,,,,,792.0885561,,,,,,1654.293441,,,,,,,,,,,,,,,,,659.4072094,,,,,,,695.3691727,,,,,3884.110928,,,5011.679509,,,,,,,,2332.050701,,694.6892963,,,,,,,,2020.977188,1544.916045,,,,,1534.568257,,,,,,,,,,,,,,,,,,,,,,,,,,,,2443.327502,743.684628,,,,,2284.259829,4561.946874,1243.444858,927.3090681,706.3758007,,,,,,,,,,1246.802114,980.4085103,,,,952.7737056,,5663.06556,5549.391155,2785.561702,,420.7124798,,,873.0699803,,,,,,,,,,,
1890,,,,914.8106911,,,,,,,2982.768041,476.5750906,,6033.195725,3619.155957,675.7240155,,,663.6261606,,742.0116189,4091.503818,,,,,,566.6468289,,715.7301179,,,1460.066608,,,,,3451.458891,453.2605199,,,,,1990.160897,795.0554727,,,,,,,,,,1815.557489,,,2876.538637,,3019.691385,,,,,,,,,,,1188.509167,,,,,1898.072226,3400.858655,,,,,565.3180607,3809.808616,,,1772.576506,,,,,,,,,,,,,,2806.25364,1773.614256,596.8365839,554.19637,1234.195093,1471.758727,3105.168614,,,1896.658167,,1518.443957,,,1035.686547,,,758.4869757,647.4866115,,,,,,788.4526269,,,,,,1647.485649,,,1109.352458,,,,,,,,,,,,1472.819537,,656.0136444,,,1541.032184,,,,702.743438,,,,,3672.77839,,,5085.10519,,,,,,,,2384.524363,,725.682788,,,,,,,,2052.087353,1601.159815,,,,2939.270466,1528.253162,,,,,,,,,,,,,,2084.595215,,,,,,2122.913793,2453.372981,,,,,,,2433.807547,862.1645743,,,,,2336.581938,4867.951213,1252.70188,930.3466933,702.8954321,,683.5452076,,,,,,,,1263.013535,976.3739074,,,,948.8528261,,5641.985763,5524.698463,2476.549612,,417.7935103,,,919.4698815,,,,,,,,,,,
1891,,,,,,,,,,,2730.32087,435.5542585,,6315.769369,3720.231825,618.3668908,,,601.5450494,,679.2234945,4052.197281,,,,,,,,760.417464,,,,,,,,3495.500933,455.1260931,,,,,2124.060034,795.7753943,,,,,,,,,,,,,,,3061.961908,,,,,,,,,,,1088.648204,,,,,1855.947458,3444.97,,,,,517.0127115,3760.749828,,,1797.034878,,,,,,,,,,,,,,,1816.239769,540.2555721,563.8582421,1246.254044,1491.360019,3136.572794,,,1944.509634,,1432.418747,,,948.6660516,,,761.3811226,649.957216,,,,,,721.8607067,,,,,,1509.060546,,,,,,,,,,,,,,,,,600.2718616,,,,,,,710.1959061,,,,,3628.370495,,,5052.044881,,,,,,,,2392.971257,,657.7963836,,,,,,,,2089.18922,1560.791191,,,,,1399.846216,,,,,,,,,,,,,,,,,,,,,,,,,,,,2478.144167,855.1961891,,,,,2463.667782,4569.924211,1262.027819,933.3942689,643.3118652,,,,,,,,,,1279.435743,894.3369813,,,,869.1282774,,5594.6732,5584.390371,2641.640536,,381.6048772,,,821.9232261,,,,,,,,,,,
1892,,,,,,,,,,,3176.315407,475.7490161,,5407.557737,3771.428926,676.3131183,,,648.7166244,,743.0865546,4108.360556,,,,,,,,659.3215006,,,,,,,,3440.520049,456.9993449,,,,,2054.332547,796.4959677,,,,,,,,,,,,,,,3117.148583,,,,,,,,,,,1191.783297,,,,,1759.047177,3524.928191,,,,,565.1116896,3874.935426,,,1821.830732,,,,,,,,,,,,,,,1932.35668,581.8154976,580.0824118,1258.430818,1511.222367,3168.294581,,,1931.459234,,1513.776468,,,1038.539678,,,764.2863126,652.4372475,,,,,,789.8705283,,,,,,1652.024177,,,,,,,,,,,,,,,,,656.4593052,,,,,,,717.7274063,,,,,3685.878816,,,5146.242722,,,,,,,,2427.669565,,709.3790399,,,,,,,,2126.961891,1543.107174,,,,,1532.463225,,,,,,,,,,,,,,,,,,,,,,,,,,,,2652.098989,867.9326143,,,,,2431.35645,4906.551611,1271.423185,936.4518277,703.6830848,,,,,,,,,,1296.07148,979.0636426,,,,951.4667457,,5413.326255,5717.146169,2646.244917,,416.572746,,,703.1057315,,,,,,,,,,,
1893,,,,,,,,,,,3266.506278,537.9307472,,5018.362604,3764.678388,765.7063169,,,663.9909078,,841.5480964,4124.832174,,,,,,,,561.1558549,,,,,,,,3386.623173,458.8803069,,,,,2128.492405,797.2171937,,,,,,,,,,,,,,,3158.459831,,,,,,,,,,,1350.578599,,,,,1842.906105,3398.779461,,,,,639.4111368,4025.822776,,,1846.968724,,,,,,,,,,,,,,,2057.610638,594.6912518,591.6346989,1270.726568,1531.349246,3200.337187,,,1979.310701,,1504.41938,,,1176.91653,,,767.2025879,654.9267421,,,,,,894.687258,,,,,,1872.142783,,,,,,,,,,,,,,,,,743.1568186,,,,,,,725.3387767,,,,,3593.381835,,,5129.685013,,,,,,,,2482.201273,,726.0816432,,,,,,,,2165.417495,1562.928573,,,,,1736.65132,,,,,,,,,,,,,,,,,,,,,,,,,,,,2547.877204,868.2095999,,,,,2490.872183,5039.99483,1280.888497,939.5194022,796.7929756,,,,,,,,,,1312.923521,1109.515804,,,,1078.241848,,5363.257558,5579.841085,2810.952275,,470.7394816,,,975.197956,,,,,,,,,,,
1894,,,,,,,,,,,3664.862775,610.2406851,,5096.427822,3951.402463,869.7670862,,,673.008597,,956.1913293,4140.290931,,,,,,,,561.1558549,,,,,,,,3512.529655,460.7690106,,,,,2066.711612,797.9390727,,,,,,,,,,,,,,,3197.160695,,,,,,,,,,,1535.56694,,,,,1923.336543,3737.14524,,,,,725.8592606,4076.254677,,,1872.453575,,,,,,,,,,,,,,,2080.310203,601.9344354,593.5144431,1283.142457,1551.744181,3232.703856,,,1988.010968,,1666.91926,,,1338.118431,,,770.1299907,657.4257358,,,,,,1016.747037,,,,,,2128.569612,,,,,,,,,,,,,,,,,844.0719062,,,,,,,733.0308643,,,,,3745.990915,,,4846.276236,,,,,,,,2478.981361,,735.9425893,,,,,,,,2204.568378,1531.746614,,,,,1974.519925,,,,,,,,,,,,,,,,,,,,,,,,,,,,2564.953942,860.5797332,,,,,2501.817713,4864.527298,1290.424275,942.5970253,905.1909485,,,,,,,,,,1329.994679,1261.485847,,,,1225.928307,,5670.280472,5297.877473,3064.667096,,533.699403,,,827.8118349,,,,,,,,,,,
1895,,,,,,,,,,,3949.398338,563.435162,,4719.827395,4024.65107,804.1030421,,,655.3201622,,884.2573073,4192.433905,,,,,,,,665.1821361,,,,,,,,3440.701578,462.6654881,,,,,2183.836047,798.6616053,,,,,,,,,,,,,,,3337.283533,,,,,,,,,,,1420.972392,,,,,2051.11769,3668.191818,,,,,670.6449285,4215.103829,,,1898.290072,,,,,,,,,,,,,,,2035.365527,585.3036967,588.5017515,1295.679657,1572.410742,3265.397866,,,2009.761635,,1669.75367,,,1238.258846,,,773.0685637,659.9342648,,,,,,940.4215563,,,,,,1969.721134,,,,,,,,,,,,,,,1649.101976,,780.2727163,,,,,,,740.8045251,,,,,3708.2894,,,4930.960136,,,,,,,,2482.373876,,716.6000838,,,,,,,,2244.427112,1586.211189,,,,,1827.167692,,,,,,,,,,,,,,,,,,,,,,,,,,,,2531.144809,894.9735612,,,,,2623.410201,5336.386699,1300.031043,945.6847299,836.9565362,,,,,,,,,,1347.287802,1167.345112,,,,1134.44112,,5795.269156,5828.928917,2962.062161,,492.4711642,,,947.6754214,,,,,,,,,,,
1896,,,,,,,,,,,4246.477423,619.1673028,,4987.327137,4053.251451,884.7930885,,,605.9492715,,973.2710243,4240.59203,,,,,,,,603.6454628,,,,,,,,3320.996773,464.5697712,,,,,2168.762684,799.3847923,,,,,,,,,,,,,,,3420.795543,,,,,,,,,,,1565.034109,,,,,2157.693692,3791.596823,,,,,737.486624,4299.150481,,,1924.483066,,,,,,,,,,,,,,,2075.53941,540.4595117,586.0305142,1308.339355,1593.352545,3298.422527,,,2031.512302,,1559.254246,,,1363.79661,,,776.0183492,662.4523657,,,,,,1035.26973,,,,,,2169.416364,,,,,,,,,,,,,,,1675.44615,,858.4888862,,,,,,,748.6606241,,,,,3801.325104,,,5399.902811,,,,,,,,2522.627754,,662.6124509,,,,,842.173114,,,2285.006494,1596.93071,,,,,2012.410499,,,,,,,,,,,,,,,,,,,,,,,,,,,,2319.086689,897.4996228,,,,,2691.97564,5410.169086,1309.709331,948.782549,921.0578078,,,,,,,,,,1364.805778,1285.693465,,,,1249.453584,,5979.446469,5603.895511,3049.706652,,540.8616338,,,834.7667956,,,,,,,,,,,
1897,,,,,,,,,,,3317.390147,607.4406838,,4628.718304,4105.883335,869.1676068,,,715.43524,,956.3585056,4282.647894,,,,,,,,594.8545094,,,,,,,,3644.663468,466.4818922,,,,,2094.591004,800.108634,,,,,,,,,,,,,,,3458.179992,,,,,,,,,,,1538.84107,,,,,2232.258456,3688.840957,,,,,724.0148019,4354.022369,,,1951.037476,,,,,,,,,,,,,,,2062.002205,637.2302512,586.1696759,1321.122746,1614.573257,3331.781184,,,2044.562703,,1572.305389,,,1340.971562,,,778.9793903,664.9800748,,,,,,1017.457437,,,,,,2133.10814,,,,,,,,,,,,,,,1762.716075,,843.2468499,,,,,,,756.6000358,,,,,3832.523744,,,5348.290444,,,,,,,,2624.21546,,782.3366081,,,,,909.2874791,,,2326.319554,1677.506187,,,,,1978.729989,,,,,,,,,,,,,,,,,,,,,,,,,,,,2426.088649,928.0175138,,,,,2797.496667,5622.858283,1319.45967,951.8905158,904.9043288,,,,,,,,,,1382.55153,1264.175583,,,,1228.542227,,6000.484752,5962.937847,2875.862519,,530.3020909,,,755.7254037,,,,,,,,,,,
1898,,,,,,,,,,,3498.617911,622.1988958,,5266.597113,4303.405161,891.4455907,,,715.6558478,,981.1539439,4316.809274,,,,,,,,608.7735189,,,,,,,,3749.065535,468.4018833,,,,,2319.898469,800.8331312,,,,,,,,,,,,,,,3470.750922,,,,,,,,,,,1579.767694,,,,,2292.73548,3914.427276,,,,,742.1133441,4468.90951,,,1977.958289,,,,,,,,,,,,,,,2000.081525,636.5454831,581.9519422,1334.031041,1636.076593,3365.477214,,,2053.262969,,1845.546309,,,1376.635699,,,781.9517297,667.5174288,,,,,,1044.019195,,,,,,2189.83974,,,,,,,,,,,,,,,1838.095835,,864.7772902,,,,,,,764.6236434,,,,,3827.138421,,,5396.033878,,,,,,,,2611.997146,,782.5778453,,,,,955.9692635,,,2368.379557,1723.950366,,,,,2031.355786,,,,,,,,,,,,,,,,,,,,,,,,,,,,2601.438104,963.3242883,,,,,2892.704994,5656.697355,1329.282597,955.0086635,928.2136302,,,,,,,,,,1400.528019,1297.797274,,,,1261.216222,,6231.597313,6008.886918,2595.081009,,542.8626991,,,843.2565624,,,,,,,,,,,
1899,,,,,,,,,,,4011.228935,658.7608479,,5196.680218,4359.564788,945.0598953,,,658.780848,,1040.463301,4366.636681,,,,,,,,597.7848272,,,,,,,,4056.9468,470.3297769,,,,,2306.30672,801.5582845,,,,,,,,,,,,,,,3575.262938,,,,,,,,,,,1676.354527,,,,,2208.611917,4060.440653,,,,,786.2600689,4558.782662,,,2005.250561,,,,,,,,,,,,,,,1997.733543,585.1474829,604.1966547,1347.065458,1657.866316,3399.51403,,,2079.36377,,1686.053804,,,1460.803063,,,784.9354106,670.0644646,,,,,,1107.321928,,,,,,2323.726314,,,,,,,,,,,,,,,1721.612543,,916.6995292,,,,,,,772.7323399,,,,,3818.282536,,,5471.549346,,,,,,,,2660.872128,,720.3843833,,,,,996.4523871,,,2411.200007,1772.798001,,,,,2155.552669,,,,,,,,,,,,,,,,,,,,,,,,,,,,2631.407128,1017.609292,,,,,2964.016042,5867.329231,1339.178652,958.1370254,984.161566,,,,,,,,,,1418.738246,1377.144464,,,,1338.326851,,6427.546788,6609.77575,2607.730447,,574.4203898,,,827.4849381,,,,,,,,,,,
1900,,,,1048.259228,,,,,,,3419.661928,643.163582,,5431.847866,4362.272408,923.8871952,,,680.7087573,,1017.44631,4456.853483,,,,,,606.2840204,,575.0748644,,,1578.953731,,,,,4224.77773,472.2656055,,,,,2220.491361,802.2840943,,,,,,,,,,1942.556523,,,3304.704638,,3658.237189,,,,,,,,,,,1640.339098,,,,,2293.123863,4120.19673,,,,,768.1699623,4683.79659,,,2032.919417,,,,,,,,,,,,,,3206.116993,2073.920303,603.7885513,615.8740921,1360.227231,1679.94624,3433.895078,3580.797815,,2127.215237,,1736.38521,,,1429.418622,,,787.9304764,672.621219,,,,,,1083.014917,,,,,,2273.802507,,,1186.952144,,,,,,,,,,,,1709.312247,,896.0760341,,,1648.828054,,,,780.9270278,,,,,3713.308438,,,5819.900439,,,,,,,,2668.082466,,744.3628026,,,,,1036.350959,,,2454.794653,1848.598151,,,,3337.873064,2109.241967,,,,,,,,,,,,,,2230.413554,,,,,2181.185822,2438.904511,2624.987485,,,,,,,2676.85096,1064.447264,,,,,2975.952022,5864.599246,1349.14838,961.275635,962.2324119,,,,,,,,,,1437.185249,1347.557376,,,,1309.573735,,6321.797967,6624.304709,2558.841262,,560.4860588,,,789.7583879,,,,,,,,,,,
1901,,,,,,,,,,,3611.766785,657.7336602,,5195.496386,4344.52381,946.0487567,,,690.5229512,,1042.152303,4442.716616,,,,,,,,648.4770539,,,,,,,,4493.98722,474.2094018,,,,,2249.316015,803.0616694,,,,,,,,,,,,,,,3769.445631,,,,,,,,,,,1681.265722,,,,,2248.728346,3923.773085,,,,,786.1101051,4505.803674,,,2058.713728,,,,,,,,,,,,,,,2163.926768,611.6469492,600.7900068,1373.517603,1702.320232,3468.623839,3547.781166,,2166.366438,,1772.667441,,,1465.082759,,,790.9369703,675.1877292,,,,,,1109.506712,,,,,,2330.534106,,,,,,,,,,,,,,,1837.591992,,917.4822545,,,,,,,789.2086188,,,,,3826.902865,,,5718.82911,,,,,,,,2709.411074,,755.0947358,,,,,1098.302006,,,2478.359881,1801.948205,,,,,2161.867764,,,,,,,,,,,,,,,,,,,2402.402031,,,,,,,,,2848.791722,983.091295,,,,,3053.181224,5729.432879,1359.19233,964.4245259,985.4362173,,,,,,,,,,1455.872108,1381.179067,,,,1342.247731,,6263.508001,7305.784194,2575.858186,,572.8418507,,,766.2107142,,,,,,,,,,,
1902,,,,,,,,,,,3436.586789,713.1316628,,5173.654881,4477.801482,1027.067814,,,743.5906505,,1131.727614,4466.985238,,,,,,,,629.7364007,,,,,,,,4833.778433,476.1611985,,,,,2320.224421,803.8399981,,,,,,,,,,,,,,,3819.264098,,,,,,,,,,,1826.964504,,,,,2187.053544,3882.537953,,,,,852.9046181,4540.537733,,,2084.835325,,,,,,,,,,,,,,,2223.259621,657.7423054,583.069131,1386.937832,1724.992206,3503.70383,3607.476873,,2214.217906,,1655.543361,,,1592.047088,,,793.9549361,677.7640325,,,,,,1205.081607,,,,,,2532.4986,,,,,,,,,,,,,,,1686.644092,,995.9591204,,,,,,,756.7051762,,,,,3917.605117,,,6009.943634,,,,,,,,2732.029411,,813.1248712,,,,,1143.878556,722.1282115,,2502.151328,1796.868664,,,,,2349.215604,,,,,,,,,,,,,,,,,,,2270.959279,,,,,,,,,2746.997236,969.581878,,,,,3012.963219,5787.748229,1369.311053,974.1589325,1069.961342,,,,,,,,,,1474.801941,1500.872287,,,,1458.567154,,6368.899094,7282.16974,2967.027364,,620.7199338,,,823.699116,,,,,,,,,,,
